movieId,title,genres,year,poster_url
62,Mr. Holland's Opus (1995),Drama,1995,https://image.tmdb.org/t/p/w500/dummy_2054.jpg
63,Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996),Comedy|Crime,1996,https://image.tmdb.org/t/p/w500/dummy_10607.jpg
64,Two if by Sea (1996),Comedy|Romance,1996,https://image.tmdb.org/t/p/w500/dummy_19760.jpg
65,Bio-Dome (1996),Comedy,1996,https://image.tmdb.org/t/p/w500/dummy_9536.jpg
66,Lawnmower Man 2: Beyond Cyberspace (1996),Action|Sci-Fi|Thriller,1996,https://image.tmdb.org/t/p/w500/dummy_11525.jpg
68,French Twist (Gazon maudit) (1995),Comedy|Romance,1995,https://image.tmdb.org/t/p/w500/dummy_4482.jpg
69,Friday (1995),Comedy,1995,https://image.tmdb.org/t/p/w500/dummy_10634.jpg
70,From Dusk Till Dawn (1996),Action|Comedy|Horror|Thriller,1996,https://image.tmdb.org/t/p/w500/dummy_755.jpg
71,Fair Game (1995),Action,1995,https://image.tmdb.org/t/p/w500/dummy_11859.jpg
72,Kicking and Screaming (1995),Comedy|Drama,1995,https://image.tmdb.org/t/p/w500/dummy_28387.jpg
73,"Misérables, Les (1995)",Drama|War,1995,https://image.tmdb.org/t/p/w500/dummy_48750.jpg
74,Bed of Roses (1996),Drama|Romance,1996,https://image.tmdb.org/t/p/w500/dummy_20927.jpg
75,Big Bully (1996),Comedy|Drama,1996,https://image.tmdb.org/t/p/w500/dummy_36929.jpg
76,Screamers (1995),Action|Sci-Fi|Thriller,1995,https://image.tmdb.org/t/p/w500/dummy_9102.jpg
77,Nico Icon (1995),Documentary,1995,https://image.tmdb.org/t/p/w500/dummy_124626.jpg
78,"Crossing Guard, The (1995)",Action|Crime|Drama|Thriller,1995,https://image.tmdb.org/t/p/w500/dummy_27526.jpg
79,"Juror, The (1996)",Drama|Thriller,1996,https://image.tmdb.org/t/p/w500/dummy_9623.jpg
80,"White Balloon, The (Badkonake sefid) (1995)",Children|Drama,1995,https://image.tmdb.org/t/p/w500/dummy_46785.jpg
81,Things to Do in Denver When You're Dead (1995),Crime|Drama|Romance,1995,https://image.tmdb.org/t/p/w500/dummy_400.jpg
82,Antonia's Line (Antonia) (1995),Comedy|Drama,1995,https://image.tmdb.org/t/p/w500/dummy_880.jpg
83,Once Upon a Time... When We Were Colored (1995),Drama|Romance,1995,https://image.tmdb.org/t/p/w500/dummy_146599.jpg
85,Angels and Insects (1995),Drama|Romance,1995,https://image.tmdb.org/t/p/w500/dummy_8447.jpg
86,White Squall (1996),Action|Adventure|Drama,1996,https://image.tmdb.org/t/p/w500/dummy_10534.jpg
87,Dunston Checks In (1996),Children|Comedy,1996,https://image.tmdb.org/t/p/w500/dummy_17414.jpg
88,Black Sheep (1996),Comedy,1996,https://image.tmdb.org/t/p/w500/dummy_13997.jpg
89,Nick of Time (1995),Action|Thriller,1995,https://image.tmdb.org/t/p/w500/dummy_2086.jpg
92,Mary Reilly (1996),Drama|Horror|Thriller,1996,https://image.tmdb.org/t/p/w500/dummy_9095.jpg
93,Vampire in Brooklyn (1995),Comedy|Horror|Romance,1995,https://image.tmdb.org/t/p/w500/dummy_12158.jpg
94,Beautiful Girls (1996),Comedy|Drama|Romance,1996,https://image.tmdb.org/t/p/w500/dummy_9283.jpg
95,Broken Arrow (1996),Action|Adventure|Thriller,1996,https://image.tmdb.org/t/p/w500/dummy_9208.jpg
96,In the Bleak Midwinter (1995),Comedy|Drama,1995,https://image.tmdb.org/t/p/w500/dummy_40154.jpg
97,"Hate (Haine, La) (1995)",Crime|Drama,1995,https://image.tmdb.org/t/p/w500/dummy_406.jpg
99,Heidi Fleiss: Hollywood Madam (1995),Documentary,1995,https://image.tmdb.org/t/p/w500/dummy_63076.jpg
100,City Hall (1996),Drama|Thriller,1996,https://image.tmdb.org/t/p/w500/dummy_11062.jpg
101,Bottle Rocket (1996),Adventure|Comedy|Crime|Romance,1996,https://image.tmdb.org/t/p/w500/dummy_13685.jpg
102,Mr. Wrong (1996),Comedy,1996,https://image.tmdb.org/t/p/w500/dummy_47475.jpg
103,Unforgettable (1996),Mystery|Sci-Fi|Thriller,1996,https://image.tmdb.org/t/p/w500/dummy_2045.jpg
104,Happy Gilmore (1996),Comedy,1996,https://image.tmdb.org/t/p/w500/dummy_9614.jpg
105,"Bridges of Madison County, The (1995)",Drama|Romance,1995,https://image.tmdb.org/t/p/w500/dummy_688.jpg
106,Nobody Loves Me (Keiner liebt mich) (1994),Comedy|Drama,1994,https://image.tmdb.org/t/p/w500/dummy_11907.jpg
107,Muppet Treasure Island (1996),Adventure|Children|Comedy|Musical,1996,https://image.tmdb.org/t/p/w500/dummy_10874.jpg
108,Catwalk (1996),Documentary,1996,https://image.tmdb.org/t/p/w500/dummy_89333.jpg
110,Braveheart (1995),Action|Drama|War,1995,https://image.tmdb.org/t/p/w500/dummy_197.jpg
111,Taxi Driver (1976),Crime|Drama|Thriller,1976,https://image.tmdb.org/t/p/w500/dummy_103.jpg
112,Rumble in the Bronx (Hont faan kui) (1995),Action|Adventure|Comedy|Crime,1995,https://image.tmdb.org/t/p/w500/dummy_33542.jpg
113,Before and After (1996),Drama|Mystery,1996,https://image.tmdb.org/t/p/w500/dummy_43566.jpg
116,Anne Frank Remembered (1995),Documentary,1995,https://image.tmdb.org/t/p/w500/dummy_51352.jpg
117,"Young Poisoner's Handbook, The (1995)",Crime|Drama,1995,https://image.tmdb.org/t/p/w500/dummy_16934.jpg
118,If Lucy Fell (1996),Comedy|Romance,1996,https://image.tmdb.org/t/p/w500/dummy_10324.jpg
119,"Steal Big, Steal Little (1995)",Comedy,1995,https://image.tmdb.org/t/p/w500/dummy_78406.jpg
121,"Boys of St. Vincent, The (1992)",Drama,1992,https://image.tmdb.org/t/p/w500/dummy_32119.jpg
122,Boomerang (1992),Comedy|Romance,1992,https://image.tmdb.org/t/p/w500/dummy_11066.jpg
123,Chungking Express (Chung Hing sam lam) (1994),Drama|Mystery|Romance,1994,https://image.tmdb.org/t/p/w500/dummy_11104.jpg
125,Flirting With Disaster (1996),Comedy,1996,https://image.tmdb.org/t/p/w500/dummy_2074.jpg
126,"NeverEnding Story III, The (1994)",Adventure|Children|Fantasy,1994,https://image.tmdb.org/t/p/w500/dummy_27793.jpg
128,Jupiter's Wife (1994),Documentary,1994,https://image.tmdb.org/t/p/w500/dummy_290157.jpg
129,Pie in the Sky (1996),Comedy|Romance,1996,https://image.tmdb.org/t/p/w500/dummy_110972.jpg
132,Jade (1995),Thriller,1995,https://image.tmdb.org/t/p/w500/dummy_11863.jpg
135,Down Periscope (1996),Comedy,1996,https://image.tmdb.org/t/p/w500/dummy_9101.jpg
137,Man of the Year (1995),Documentary,1995,https://image.tmdb.org/t/p/w500/dummy_5757.jpg
140,Up Close and Personal (1996),Drama|Romance,1996,https://image.tmdb.org/t/p/w500/dummy_9302.jpg
141,"Birdcage, The (1996)",Comedy,1996,https://image.tmdb.org/t/p/w500/dummy_11000.jpg
144,"Brothers McMullen, The (1995)",Comedy,1995,https://image.tmdb.org/t/p/w500/dummy_16388.jpg
145,Bad Boys (1995),Action|Comedy|Crime|Drama|Thriller,1995,https://image.tmdb.org/t/p/w500/dummy_9737.jpg
146,"Amazing Panda Adventure, The (1995)",Adventure|Children,1995,https://image.tmdb.org/t/p/w500/dummy_30765.jpg
147,"Basketball Diaries, The (1995)",Drama,1995,https://image.tmdb.org/t/p/w500/dummy_10474.jpg
148,"Awfully Big Adventure, An (1995)",Drama,1995,https://image.tmdb.org/t/p/w500/dummy_22279.jpg
149,Amateur (1994),Crime|Drama|Thriller,1994,https://image.tmdb.org/t/p/w500/dummy_30157.jpg
150,Apollo 13 (1995),Adventure|Drama|IMAX,1995,https://image.tmdb.org/t/p/w500/dummy_568.jpg
151,Rob Roy (1995),Action|Drama|Romance|War,1995,https://image.tmdb.org/t/p/w500/dummy_11780.jpg
152,"Addiction, The (1995)",Drama|Horror,1995,https://image.tmdb.org/t/p/w500/dummy_34996.jpg
153,Batman Forever (1995),Action|Adventure|Comedy|Crime,1995,https://image.tmdb.org/t/p/w500/dummy_414.jpg
154,Beauty of the Day (Belle de jour) (1967),Drama,1967,https://image.tmdb.org/t/p/w500/dummy_649.jpg
155,Beyond Rangoon (1995),Adventure|Drama|War,1995,https://image.tmdb.org/t/p/w500/dummy_1873.jpg
156,Blue in the Face (1995),Comedy|Drama,1995,https://image.tmdb.org/t/p/w500/dummy_5894.jpg
157,Canadian Bacon (1995),Comedy|War,1995,https://image.tmdb.org/t/p/w500/dummy_1775.jpg
158,Casper (1995),Adventure|Children,1995,https://image.tmdb.org/t/p/w500/dummy_8839.jpg
159,Clockers (1995),Crime|Drama|Mystery,1995,https://image.tmdb.org/t/p/w500/dummy_20649.jpg
160,Congo (1995),Action|Adventure|Mystery|Sci-Fi,1995,https://image.tmdb.org/t/p/w500/dummy_10329.jpg
161,Crimson Tide (1995),Drama|Thriller|War,1995,https://image.tmdb.org/t/p/w500/dummy_8963.jpg
162,Crumb (1994),Documentary,1994,https://image.tmdb.org/t/p/w500/dummy_26564.jpg
163,Desperado (1995),Action|Romance|Western,1995,https://image.tmdb.org/t/p/w500/dummy_8068.jpg
164,Devil in a Blue Dress (1995),Crime|Film-Noir|Mystery|Thriller,1995,https://image.tmdb.org/t/p/w500/dummy_8512.jpg
165,Die Hard: With a Vengeance (1995),Action|Crime|Thriller,1995,https://image.tmdb.org/t/p/w500/dummy_1572.jpg
166,"Doom Generation, The (1995)",Comedy|Crime|Drama,1995,https://image.tmdb.org/t/p/w500/dummy_13552.jpg
168,First Knight (1995),Action|Drama|Romance,1995,https://image.tmdb.org/t/p/w500/dummy_6520.jpg
169,Free Willy 2: The Adventure Home (1995),Adventure|Children|Drama,1995,https://image.tmdb.org/t/p/w500/dummy_9073.jpg
170,Hackers (1995),Action|Adventure|Crime|Thriller,1995,https://image.tmdb.org/t/p/w500/dummy_10428.jpg
171,Jeffrey (1995),Comedy|Drama,1995,https://image.tmdb.org/t/p/w500/dummy_17447.jpg
172,Johnny Mnemonic (1995),Action|Sci-Fi|Thriller,1995,https://image.tmdb.org/t/p/w500/dummy_9886.jpg
173,Judge Dredd (1995),Action|Crime|Sci-Fi,1995,https://image.tmdb.org/t/p/w500/dummy_9482.jpg
174,Jury Duty (1995),Comedy,1995,https://image.tmdb.org/t/p/w500/dummy_19326.jpg
175,Kids (1995),Drama,1995,https://image.tmdb.org/t/p/w500/dummy_9344.jpg
176,Living in Oblivion (1995),Comedy,1995,https://image.tmdb.org/t/p/w500/dummy_9071.jpg
177,Lord of Illusions (1995),Horror,1995,https://image.tmdb.org/t/p/w500/dummy_8973.jpg
178,Love & Human Remains (1993),Comedy|Drama,1993,https://image.tmdb.org/t/p/w500/dummy_15730.jpg
179,Mad Love (1995),Drama|Romance,1995,https://image.tmdb.org/t/p/w500/dummy_47608.jpg
180,Mallrats (1995),Comedy|Romance,1995,https://image.tmdb.org/t/p/w500/dummy_2293.jpg
181,Mighty Morphin Power Rangers: The Movie (1995),Action|Children,1995,https://image.tmdb.org/t/p/w500/dummy_9070.jpg
183,Mute Witness (1994),Comedy|Horror|Thriller,1994,https://image.tmdb.org/t/p/w500/dummy_48787.jpg
184,Nadja (1994),Drama,1994,https://image.tmdb.org/t/p/w500/dummy_34574.jpg
185,"Net, The (1995)",Action|Crime|Thriller,1995,https://image.tmdb.org/t/p/w500/dummy_1642.jpg
186,Nine Months (1995),Comedy|Romance,1995,https://image.tmdb.org/t/p/w500/dummy_11472.jpg
187,Party Girl (1995),Comedy,1995,https://image.tmdb.org/t/p/w500/dummy_36196.jpg
188,"Prophecy, The (1995)",Fantasy|Horror|Mystery,1995,https://image.tmdb.org/t/p/w500/dummy_11980.jpg
189,Reckless (1995),Comedy|Fantasy,1995,https://image.tmdb.org/t/p/w500/dummy_58372.jpg
190,Safe (1995),Thriller,1995,https://image.tmdb.org/t/p/w500/dummy_32646.jpg
191,"Scarlet Letter, The (1995)",Drama|Romance,1995,https://image.tmdb.org/t/p/w500/dummy_10533.jpg
193,Showgirls (1995),Drama,1995,https://image.tmdb.org/t/p/w500/dummy_10802.jpg
194,Smoke (1995),Comedy|Drama,1995,https://image.tmdb.org/t/p/w500/dummy_10149.jpg
195,Something to Talk About (1995),Comedy|Drama|Romance,1995,https://image.tmdb.org/t/p/w500/dummy_18402.jpg
196,Species (1995),Horror|Sci-Fi,1995,https://image.tmdb.org/t/p/w500/dummy_9348.jpg
198,Strange Days (1995),Action|Crime|Drama|Mystery|Sci-Fi|Thriller,1995,https://image.tmdb.org/t/p/w500/dummy_281.jpg
199,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)",Drama|Musical|Romance,1964,https://image.tmdb.org/t/p/w500/dummy_5967.jpg
201,Three Wishes (1995),Drama|Fantasy,1995,https://image.tmdb.org/t/p/w500/dummy_47939.jpg
202,Total Eclipse (1995),Drama|Romance,1995,https://image.tmdb.org/t/p/w500/dummy_36834.jpg
203,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)",Comedy,1995,https://image.tmdb.org/t/p/w500/dummy_9090.jpg
204,Under Siege 2: Dark Territory (1995),Action,1995,https://image.tmdb.org/t/p/w500/dummy_3512.jpg
205,Unstrung Heroes (1995),Comedy|Drama,1995,https://image.tmdb.org/t/p/w500/dummy_52856.jpg
206,Unzipped (1995),Documentary,1995,https://image.tmdb.org/t/p/w500/dummy_77350.jpg
207,"Walk in the Clouds, A (1995)",Drama|Romance,1995,https://image.tmdb.org/t/p/w500/dummy_9560.jpg
208,Waterworld (1995),Action|Adventure|Sci-Fi,1995,https://image.tmdb.org/t/p/w500/dummy_9804.jpg
209,White Man's Burden (1995),Drama,1995,https://image.tmdb.org/t/p/w500/dummy_31611.jpg
210,Wild Bill (1995),Western,1995,https://image.tmdb.org/t/p/w500/dummy_65796.jpg
211,"Browning Version, The (1994)",Drama,1994,https://image.tmdb.org/t/p/w500/dummy_49805.jpg
212,Bushwhacked (1995),Adventure|Comedy|Crime|Mystery,1995,https://image.tmdb.org/t/p/w500/dummy_26258.jpg
213,Burnt by the Sun (Utomlyonnye solntsem) (1994),Drama,1994,https://image.tmdb.org/t/p/w500/dummy_50797.jpg
214,Before the Rain (Pred dozhdot) (1994),Drama|War,1994,https://image.tmdb.org/t/p/w500/dummy_19155.jpg
215,Before Sunrise (1995),Drama|Romance,1995,https://image.tmdb.org/t/p/w500/dummy_76.jpg
216,Billy Madison (1995),Comedy,1995,https://image.tmdb.org/t/p/w500/dummy_11017.jpg
217,"Babysitter, The (1995)",Drama|Thriller,1995,https://image.tmdb.org/t/p/w500/dummy_37141.jpg
218,Boys on the Side (1995),Comedy|Drama,1995,https://image.tmdb.org/t/p/w500/dummy_9382.jpg
219,"Cure, The (1995)",Drama,1995,https://image.tmdb.org/t/p/w500/dummy_6715.jpg
220,Castle Freak (1995),Horror,1995,https://image.tmdb.org/t/p/w500/dummy_18256.jpg
222,Circle of Friends (1995),Drama|Romance,1995,https://image.tmdb.org/t/p/w500/dummy_22625.jpg
223,Clerks (1994),Comedy,1994,https://image.tmdb.org/t/p/w500/dummy_2292.jpg
224,Don Juan DeMarco (1995),Comedy|Drama|Romance,1995,https://image.tmdb.org/t/p/w500/dummy_1909.jpg
225,Disclosure (1994),Drama|Thriller,1994,https://image.tmdb.org/t/p/w500/dummy_8984.jpg
227,Drop Zone (1994),Action|Thriller,1994,https://image.tmdb.org/t/p/w500/dummy_4954.jpg
228,Destiny Turns on the Radio (1995),Comedy,1995,https://image.tmdb.org/t/p/w500/dummy_62488.jpg
229,Death and the Maiden (1994),Drama|Thriller,1994,https://image.tmdb.org/t/p/w500/dummy_10531.jpg
230,Dolores Claiborne (1995),Drama|Thriller,1995,https://image.tmdb.org/t/p/w500/dummy_11929.jpg
231,Dumb & Dumber (Dumb and Dumber) (1994),Adventure|Comedy,1994,https://image.tmdb.org/t/p/w500/dummy_8467.jpg
232,Eat Drink Man Woman (Yin shi nan nu) (1994),Comedy|Drama|Romance,1994,https://image.tmdb.org/t/p/w500/dummy_10451.jpg
233,Exotica (1994),Drama,1994,https://image.tmdb.org/t/p/w500/dummy_20156.jpg
234,Exit to Eden (1994),Comedy,1994,https://image.tmdb.org/t/p/w500/dummy_18395.jpg
235,Ed Wood (1994),Comedy|Drama,1994,https://image.tmdb.org/t/p/w500/dummy_522.jpg
236,French Kiss (1995),Action|Comedy|Romance,1995,https://image.tmdb.org/t/p/w500/dummy_397.jpg
237,Forget Paris (1995),Comedy|Romance,1995,https://image.tmdb.org/t/p/w500/dummy_10525.jpg
238,Far From Home: The Adventures of Yellow Dog (1995),Adventure|Children,1995,https://image.tmdb.org/t/p/w500/dummy_27985.jpg
239,"Goofy Movie, A (1995)",Animation|Children|Comedy|Romance,1995,https://image.tmdb.org/t/p/w500/dummy_15789.jpg
240,Hideaway (1995),Thriller,1995,https://image.tmdb.org/t/p/w500/dummy_27303.jpg
241,Fluke (1995),Children|Drama,1995,https://image.tmdb.org/t/p/w500/dummy_21183.jpg
242,Farinelli: il castrato (1994),Drama|Musical,1994,https://image.tmdb.org/t/p/w500/dummy_10954.jpg
243,Gordy (1995),Children|Comedy|Fantasy,1995,https://image.tmdb.org/t/p/w500/dummy_47867.jpg
246,Hoop Dreams (1994),Documentary,1994,https://image.tmdb.org/t/p/w500/dummy_14275.jpg
247,Heavenly Creatures (1994),Crime|Drama,1994,https://image.tmdb.org/t/p/w500/dummy_1024.jpg
248,Houseguest (1994),Comedy,1994,https://image.tmdb.org/t/p/w500/dummy_17207.jpg
249,Immortal Beloved (1994),Drama|Romance,1994,https://image.tmdb.org/t/p/w500/dummy_13701.jpg
250,Heavyweights (Heavy Weights) (1995),Children|Comedy,1995,https://image.tmdb.org/t/p/w500/dummy_14819.jpg
251,"Hunted, The (1995)",Action,1995,https://image.tmdb.org/t/p/w500/dummy_32631.jpg
252,I.Q. (1994),Comedy|Romance,1994,https://image.tmdb.org/t/p/w500/dummy_11777.jpg
253,Interview with the Vampire: The Vampire Chronicles (1994),Drama|Horror,1994,https://image.tmdb.org/t/p/w500/dummy_628.jpg
254,Jefferson in Paris (1995),Drama,1995,https://image.tmdb.org/t/p/w500/dummy_87729.jpg
255,"Jerky Boys, The (1995)",Comedy,1995,https://image.tmdb.org/t/p/w500/dummy_18713.jpg
256,Junior (1994),Comedy|Sci-Fi,1994,https://image.tmdb.org/t/p/w500/dummy_6280.jpg
257,Just Cause (1995),Mystery|Thriller,1995,https://image.tmdb.org/t/p/w500/dummy_9061.jpg
258,"Kid in King Arthur's Court, A (1995)",Adventure|Children|Comedy|Fantasy|Romance,1995,https://image.tmdb.org/t/p/w500/dummy_37108.jpg
259,Kiss of Death (1995),Crime|Drama|Thriller,1995,https://image.tmdb.org/t/p/w500/dummy_6071.jpg
260,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi,1977,https://image.tmdb.org/t/p/w500/dummy_11.jpg
261,Little Women (1994),Drama,1994,https://image.tmdb.org/t/p/w500/dummy_9587.jpg
262,"Little Princess, A (1995)",Children|Drama,1995,https://image.tmdb.org/t/p/w500/dummy_19101.jpg
263,Ladybird Ladybird (1994),Drama,1994,https://image.tmdb.org/t/p/w500/dummy_49980.jpg
265,Like Water for Chocolate (Como agua para chocolate) (1992),Drama|Fantasy|Romance,1992,https://image.tmdb.org/t/p/w500/dummy_18183.jpg
266,Legends of the Fall (1994),Drama|Romance|War|Western,1994,https://image.tmdb.org/t/p/w500/dummy_4476.jpg
267,Major Payne (1995),Comedy,1995,https://image.tmdb.org/t/p/w500/dummy_11008.jpg
269,My Crazy Life (Mi vida loca) (1993),Drama,1993,https://image.tmdb.org/t/p/w500/dummy_32325.jpg
270,Love Affair (1994),Drama|Romance,1994,https://image.tmdb.org/t/p/w500/dummy_43742.jpg
271,Losing Isaiah (1995),Drama,1995,https://image.tmdb.org/t/p/w500/dummy_28313.jpg
272,"Madness of King George, The (1994)",Comedy|Drama,1994,https://image.tmdb.org/t/p/w500/dummy_11318.jpg
273,Mary Shelley's Frankenstein (Frankenstein) (1994),Drama|Horror|Sci-Fi,1994,https://image.tmdb.org/t/p/w500/dummy_3036.jpg
274,Man of the House (1995),Comedy,1995,https://image.tmdb.org/t/p/w500/dummy_40490.jpg
275,Mixed Nuts (1994),Comedy,1994,https://image.tmdb.org/t/p/w500/dummy_24070.jpg
276,Milk Money (1994),Comedy|Romance,1994,https://image.tmdb.org/t/p/w500/dummy_8986.jpg
277,Miracle on 34th Street (1994),Drama,1994,https://image.tmdb.org/t/p/w500/dummy_10510.jpg
278,Miami Rhapsody (1995),Comedy,1995,https://image.tmdb.org/t/p/w500/dummy_17402.jpg
279,My Family (1995),Drama,1995,https://image.tmdb.org/t/p/w500/dummy_38722.jpg
280,Murder in the First (1995),Drama|Thriller,1995,https://image.tmdb.org/t/p/w500/dummy_8438.jpg
281,Nobody's Fool (1994),Comedy|Drama|Romance,1994,https://image.tmdb.org/t/p/w500/dummy_11593.jpg
282,Nell (1994),Drama,1994,https://image.tmdb.org/t/p/w500/dummy_1945.jpg
283,New Jersey Drive (1995),Crime|Drama,1995,https://image.tmdb.org/t/p/w500/dummy_39310.jpg
284,New York Cop (Nyû Yôku no koppu) (1993),Action|Crime,1993,https://image.tmdb.org/t/p/w500/dummy_109560.jpg
285,Beyond Bedlam (1993),Drama|Horror,1993,https://image.tmdb.org/t/p/w500/dummy_56428.jpg
287,Nina Takes a Lover (1994),Comedy|Romance,1994,https://image.tmdb.org/t/p/w500/dummy_131957.jpg
